90377-0449-2,COLLEEN,"A flame my love, a frequency",Thrill Jockey,Electronic,,790377044928,CD,14.00,2017
FV103,"DORJI, TASHI & TYLER DAMON",Leave No Trace: Live In St. Louis,SD / Family Vineyard,Rock-Pop,,656605410319,LP,14.00,2017
TAR075,"DRIVER, RYAN",Careless Thoughts,Tin Angel Records,Jazz,,5052442010470,LP,17.56,2017
52442-0104-6,"DRIVER, RYAN",Careless Thoughts,Tin Angel Records,Jazz,,5052442010463,CD,11.00,2017
14427-9856-2,"DUBOIS, SCOTT",Autumn Wind,ACT,Jazz,,614427985620,CD,15.50,2017
ACTLP9856-1,"DUBOIS, SCOTT",Autumn Wind,ACT,Jazz,,614427985613,LPx2,20.00,2017
98787-3102-2,DUDE YORK,Halftime For The Holidays,Sub Pop / Hardly Art,Rock-Pop / Christmas,,098787310221,CD,11.07,2017
PRC342,FAN,Fire b/w Disappear ,Polyvinyl,Rock-Pop  crossfile: The Dodos,,644110034274,"7""",9.61,2017
14427-6020-2,"FRANCEL, MULO",Mocca Swing,ACT,Jazz,,614427602022,CDx2,15.50,2017
60146-0978-6,"GO! TEAM, THE",Semicircle,Redeye / Memphis Industries,Rock-Pop,,5060146097864,CD,12.96,2017
MI0477,"GO! TEAM, THE",Semicircle,Redeye / Memphis Industries,Rock-Pop,,5060146097888,LP,18.91,2017
MI0477X,"GO! TEAM, THE",Semicircle (indie only pink vinyl),Redeye / Memphis Industries,Rock-Pop,INDIE ONLY,5060146097895,LP,20.93,2017
ABT065,HONEY HARPER,Universal Country (hand-lathed vinyl),SD / Arbutus,Rock-Pop / Country,INDIE ONLY - Canadian,656605363165,"10""",28.00,2017
REWIG106,HOW TO DRESS WELL,Love Remains (reissue of their debut album),Domino,Rock-Pop,,887830010610,LP,19.73,2017
23134-0050-2,"JONES, SHARON & THE DAP-KINGS",Soul Of A Woman,Redeye / Daptone Records,Soul / Funk / R & B,,823134005020,CD,12.96,2017
DAPT050,"JONES, SHARON & THE DAP-KINGS",Soul Of A Woman,Redeye / Daptone Records,Soul / Funk / R & B,,823134005013,LP,18.91,2017
23134-0950-2,"JONES, SHARON & THE DAP-KINGS","Soul Of A Woman box set (includes Soul Of A Woman, I Learned The Hard Way & Give The People What They Want)",Redeye / Daptone Records,Soul / Funk / R & B,,823134095021,CDx3 boxset,23.94,2017
09015-6446-6,"LEBLANC, BENOIT ",Le Pain le Pays la Paix,Amerix Artists / Les Disques de L'Oye Blanche   ,Francophone: Rock-Pop,,609015644669,CD,9.83,2017
44667-0394-9,LEMON BUCKET ORKESTRA,If I Had The Strength,Meta4 Music,World,,844667039498,CD,8.50,2017
LBO005,LEMON BUCKET ORKESTRA,If I Had The Strength,Meta4 Music,World,,844667039481,LP,17.25,2017
SLANG50136,LIIMA,1982,Redeye / City Slang,Rock-Pop,,4250506824402,LP,19.90,2017
VCV001R,"MCLEAN, STUART",Vinyl Café Christmas Album [LIMITED QUANTITY],Zunior,Comedy / Spoken Word ,Canadian,623339208314,LP,17.50,2017
SC355,"MOLINA, JASON",The Black Sabbath Covers (side b is an etching),Secretly Canadian,Rock-Pop,INDIE ONLY (100 avb),656605035574,"7""",8.00,2017
14427-9842-2,MOŻDŻER - RANTALA - WOLLNY,Jazz at Berlin Philharmonic VII Piano Night,ACT,Jazz,,614427984227,CD,15.50,2017
26853-0920-0,"NELSON, WILLIE",Teatro - The Complete Sessions,Light In The Attic,Country,,826853092005,CD + DVD,24.25,2017
FROST004LPX,OST: VARIOUS ARTISTS,The Lobster (Transparent Vinyl),Light In The Attic / Fire Soundtracks,Soundtrack,,809236100450,LP,36.00,2017
FROST004LP,OST: VARIOUS ARTISTS,The Lobster,Light In The Attic / Fire Soundtracks,Soundtrack,,809236100443,LP,32.50,2017
32375-7309-2,"PERSON, HOUSTON",Rain or Shine,HighNote,Jazz,,632375730925,CD,13.75,2017
M6644,PETIT BISCUIT,Presence,Believe /  Petit Buscuit,Electronic,,3700187666446,CD,9.83,2017
M6645,PETIT BISCUIT,Presence,Believe /  Petit Buscuit,Electronic,,3700187666453,LP,20.00,2017
74355-1623-2,"PLOUG, MIKKEL",Alleviation,Songlines,Jazz,,774355162323,CD,11.50,2017
14427-9851-1,"RANTALA, IIRO & WAKENIUS, ULF",Good Stuff,ACT,Jazz,,614427985125,CD,15.50,2017
ACTLP9851-1,"RANTALA, IIRO & WAKENIUS, ULF",Good Stuff,ACT,Jazz,,614427985118,LP,16.00,2017
23339-2082-2 ,SHAUIT,Apu Peikussiat,PASA Musik,Reggae / Folk ,,623339208222,CD,9.83,2017
00116-5147-2,SHOPPING,The Official Body,SD / FatCat Records,Rock-Pop,,600116514721,CD,12.00,2017
FAT0147,SHOPPING,The Official Body,SD / FatCat Records,Rock-Pop,,600116514714,LP,19.00,2017
FAT0147lp-C1,SHOPPING,The Official Body,SD / FatCat Records,Rock-Pop,INDIE ONLY,600116514790,LP,19.00,2017
60248-8306-2,SIZZLA,Fought For Dis,Baco Records,Reggae,,3760248830629,CD,13.85,2017
50506-8270-7,SON LUX,Brighter Wounds,Redeye / City Slang,Rock-Pop,,4250506827076,CD,12.99,43140
SLANG50140,SON LUX,Brighter Wounds,Redeye / City Slang,Rock-Pop,,4250506827083,LP,19.99,43140
SLANG50140LTD,SON LUX,Brighter Wounds (indie only pink vinyl),Redeye / City Slang,Rock-Pop,INDIE ONLY,4250506827816,LP,19.99,43140
BR047LP,SONS OF CROM,The Black Tower,Redeye / Bindrune Recordings,Black Metal,,634457850811,LP,23.17,2017
TAR076,"STARLING, MARKER",Anchors and Ampersands,Tin Angel Records,Rock-Pop,Canadian,5052442010685,LP,17.56,2017
52442-0106-7,"STARLING, MARKER",Anchors and Ampersands,Tin Angel Records,Rock-Pop,Canadian,5052442010678,CD,11.00,2017
AKR132lp-C1,"STEVENS, SUFJAN",Blue Bucket of Gold / Hotline Bling (Feat. Gallant),SD / Asthmatic Kitty,Rock-Pop,INDIE ONLY (250 avb),656605613611,"12""",12.00,2017
AKR134CS,"STEVENS, SUFJAN",Greatest Gift (translucent yellow CS),SD / Asthmatic Kitty,Rock-Pop,,656605613833,CS,8.00,2017
AKR134,"STEVENS, SUFJAN",Greatest Gift (translucent yellow vinyl),SD / Asthmatic Kitty,Rock-Pop,INDIE ONLY (300 avb),656605613819,LP,16.00,2017
SIGE037,SUMAC,The Deal,Thrill Jockey / Sige Records,Metal,,634457797413,LPx2,33.00,2017
67257-6250-2,"TRAORÉ, BOUBACAR",Dounia Tabolo,Lusafrica,World,,3567257625020,CD,11.73,2017
SJRLP398,VARIOUS ARTISTS,STUDIO ONE Black Man's Pride,Soul Jazz Records,Reggae,,5026328003986,LP,27.25,2017
26328-1040-1,VARIOUS ARTISTS,Dancehall: The Rise Of Jamaican Dancehall Culture,Soul Jazz Records,Reggae,,5026328104010,CD x2,20.00,2017
SJRLP401,VARIOUS ARTISTS,Dancehall: The Rise Of Jamaican Dancehall Culture,Soul Jazz Records,Reggae,,5026328004013,LPx3,31.75,2017
BBE435CLP,VARIOUS ARTISTS,"The Library Archive - Funk, Jazz, Beats and Soundtracks from the Vaults of Cavendish Music",!K7 / BBE,Funk / Jazz / OST,,730003143533,LPx2,23.00,2017
SC359,WHITNEY,Light Upon The Lake: Demo Recordings,Secretly Canadian,Rock-Pop,,656605035918,LP,14.00,2017
